home;away;weight1;weight2
Eibar;Celta;16.0;19.0
Villarreal;Cordoba;0.0;1.0
Cordoba;Ath Bilbao;1.0;3.0
Almeria;Eibar;5.0;3.0
Levante;Cordoba;0.0;1.0
Eibar;Sevilla;22.0;25.0
Elche;La Coruna;1.0;3.0
Cordoba;Barcelona;13.0;6.0
Valencia;Eibar;13.0;19.0
Eibar;Espanol;16.0;14.0
Granada;Cordoba;2.0;3.0
Cordoba;Vallecano;2.0;3.0
Getafe;Eibar;11.0;15.0
Eibar;Cordoba;1.0;1.0
Ath Madrid;Las Palmas;1.0;0.0
Las Palmas;Levante;7.0;10.0
Las Palmas;Eibar;8.0;12.0
Getafe;Las Palmas;4.0;3.0
Sp Gijon;Las Palmas;3.0;4.0
Eibar;Sp Gijon;5.0;6.0
Las Palmas;Granada;6.0;6.0
Betis;Eibar;20.0;20.0
Las Palmas;Ath Madrid;18.0;18.0
Levante;Las Palmas;3.0;1.0
Eibar;Las Palmas;4.0;6.0
Las Palmas;Getafe;7.0;9.0
Las Palmas;Sp Gijon;5.0;7.0
Sp Gijon;Eibar;5.0;6.0
Granada;Las Palmas;12.0;9.0
Eibar;Betis;10.0;11.0
Celta;Leganes;5.0;11.0
Leganes;Ath Madrid;9.0;16.0
Alaves;Sp Gijon;2.0;1.0
Sp Gijon;Leganes;1.0;0.0
Leganes;Barcelona;21.0;21.0
La Coruna;Leganes;6.0;7.0
Leganes;Valencia;10.0;15.0
Alaves;Granada;17.0;18.0
Granada;Leganes;2.0;7.0
Leganes;Sevilla;12.0;14.0
Eibar;Osasuna;8.0;12.0
Malaga;Leganes;4.0;7.0
Leganes;Sociedad;13.0;12.0
Real Madrid;Leganes;8.0;2.0
Leganes;Osasuna;5.0;9.0
Espanol;Leganes;7.0;12.0
Leganes;Villarreal;12.0;16.0
Las Palmas;Leganes;6.0;8.0
Eibar;Alaves;10.0;15.0
Leganes;Eibar;10.0;18.0
Betis;Leganes;13.0;10.0
Leganes;Ath Bilbao;7.0;12.0
Alaves;Leganes;10.0;12.0
Leganes;Celta;6.0;11.0
Ath Madrid;Leganes;1.0;4.0
Sp Gijon;Alaves;4.0;4.0
Leganes;Sp Gijon;4.0;6.0
Barcelona;Leganes;7.0;3.0
Leganes;La Coruna;2.0;4.0
Valencia;Leganes;5.0;6.0
Granada;Alaves;12.0;6.0
Leganes;Granada;1.0;4.0
Sevilla;Leganes;10.0;8.0
Osasuna;Eibar;4.0;3.0
Leganes;Malaga;4.0;4.0
Sociedad;Leganes;9.0;9.0
Leganes;Real Madrid;24.0;20.0
Osasuna;Leganes;4.0;3.0
Leganes;Espanol;9.0;12.0
Villarreal;Leganes;8.0;7.0
Leganes;Las Palmas;1.0;2.0
Alaves;Eibar;10.0;12.0
Eibar;Leganes;4.0;3.0
Leganes;Betis;10.0;13.0
Ath Bilbao;Leganes;6.0;9.0
Leganes;Alaves;8.0;6.0
Girona;Ath Madrid;9.0;12.0
Girona;Malaga;0.0;1.0
Leganes;Getafe;8.0;11.0
Ath Bilbao;Girona;8.0;9.0
Girona;Sevilla;6.0;9.0
Leganes;Girona;5.0;8.0
Girona;Barcelona;14.0;14.0
Celta;Girona;9.0;8.0
Levante;Alaves;14.0;20.0
Girona;Villarreal;7.0;12.0
La Coruna;Girona;4.0;6.0
Girona;Real Madrid;18.0;10.0
Levante;Girona;6.0;5.0
Girona;Sociedad;14.0;11.0
Betis;Girona;6.0;1.0
Girona;Alaves;7.0;7.0
Espanol;Girona;9.0;10.0
Girona;Getafe;8.0;8.0
Levante;Leganes;2.0;4.0
Eibar;Girona;4.0;0.0
Valencia;Girona;5.0;6.0
Girona;Las Palmas;1.0;0.0
Ath Madrid;Girona;5.0;3.0
Malaga;Girona;1.0;4.0
Getafe;Leganes;4.0;5.0
Girona;Ath Bilbao;8.0;9.0
Sevilla;Girona;7.0;12.0
Girona;Leganes;0.0;2.0
Barcelona;Girona;3.0;2.0
Girona;Celta;9.0;8.0
Alaves;Levante;9.0;8.0
Villarreal;Girona;7.0;9.0
Girona;La Coruna;1.0;0.0
Real Madrid;Girona;13.0;10.0
Girona;Levante;6.0;5.0
Sociedad;Girona;7.0;5.0
Girona;Betis;11.0;16.0
Alaves;Girona;6.0;4.0
Girona;Espanol;8.0;7.0
Getafe;Girona;11.0;11.0
Girona;Eibar;14.0;12.0
Leganes;Levante;9.0;13.0
Girona;Valencia;7.0;12.0
Las Palmas;Girona;9.0;9.0
Girona;Valladolid;3.0;7.0
Eibar;Huesca;6.0;8.0
Ath Bilbao;Huesca;3.0;4.0
Barcelona;Huesca;3.0;1.0
Huesca;Vallecano;1.0;4.0
Huesca;Sociedad;5.0;7.0
Ath Madrid;Huesca;0.0;1.0
Huesca;Girona;1.0;1.0
Leganes;Vallecano;1.0;0.0
Valladolid;Huesca;9.0;7.0
Huesca;Espanol;3.0;4.0
Girona;Vallecano;5.0;2.0
Sevilla;Huesca;3.0;3.0
Huesca;Getafe;6.0;10.0
Valladolid;Eibar;7.0;8.0
Alaves;Huesca;3.0;3.0
Huesca;Levante;5.0;3.0
Celta;Huesca;7.0;1.0
Valladolid;Leganes;8.0;7.0
Huesca;Real Madrid;10.0;12.0
Huesca;Villarreal;4.0;4.0
Valencia;Huesca;4.0;2.0
Huesca;Betis;6.0;9.0
Leganes;Huesca;2.0;3.0
Huesca;Ath Madrid;8.0;10.0
Sociedad;Huesca;2.0;4.0
Huesca;Valladolid;4.0;4.0
Vallecano;Leganes;3.0;6.0
Girona;Huesca;3.0;4.0
Huesca;Ath Bilbao;5.0;7.0
Espanol;Huesca;1.0;1.0
Vallecano;Girona;8.0;8.0
Huesca;Sevilla;5.0;9.0
Getafe;Huesca;2.0;1.0
Huesca;Alaves;6.0;9.0
Eibar;Valladolid;7.0;8.0
Real Madrid;Huesca;4.0;0.0
Huesca;Celta;11.0;10.0
Leganes;Valladolid;6.0;4.0
Levante;Huesca;7.0;6.0
Huesca;Barcelona;13.0;10.0
Vallecano;Huesca;0.0;1.0
Huesca;Eibar;3.0;2.0
Valladolid;Girona;2.0;4.0
Villarreal;Huesca;4.0;4.0
Huesca;Valencia;9.0;8.0
Betis;Huesca;3.0;3.0
Huesca;Leganes;2.0;3.0
Mallorca;Eibar;2.0;0.0
Leganes;Mallorca;1.0;1.0
Eibar;Mallorca;4.0;6.0
Mallorca;Leganes;2.0;4.0
Huesca;Cadiz;4.0;6.0
Elche;Huesca;3.0;4.0
Cadiz;Granada;2.0;3.0
Alaves;Elche;5.0;6.0
Eibar;Cadiz;3.0;6.0
Osasuna;Huesca;1.0;2.0
Elche;Cadiz;8.0;6.0
Granada;Huesca;6.0;4.0
Cadiz;Valladolid;1.0;2.0
Cadiz;Levante;5.0;3.0
Huesca;Granada;5.0;1.0
Cadiz;Eibar;0.0;0.0
Huesca;Osasuna;1.0;2.0
Huesca;Elche;1.0;1.0
Valladolid;Cadiz;4.0;8.0
Granada;Cadiz;3.0;6.0
Cadiz;Huesca;1.0;0.0
Elche;Alaves;4.0;6.0
Cadiz;Elche;9.0;9.0
Levante;Cadiz;7.0;6.0
Vallecano;Cadiz;5.0;7.0
Mallorca;Elche;7.0;8.0
Cadiz;Vallecano;8.0;7.0
Elche;Mallorca;3.0;2.0
Mallorca;Girona;8.0;7.0
Girona;Cadiz;3.0;4.0
Almeria;Girona;8.0;3.0
Girona;Osasuna;3.0;4.0
Elche;Girona;4.0;6.0
Cadiz;Almeria;3.0;3.0
Cadiz;Girona;1.0;1.0
Girona;Almeria;5.0;3.0
Almeria;Cadiz;3.0;3.0
Girona;Elche;1.0;0.0
Girona;Mallorca;5.0;1.0
Osasuna;Girona;2.0;1.0
Granada;Girona;4.0;3.0
Girona;Granada;2.0;0.0
