home;away;weight1;weight2
Cruzeiro;Internacional;19.0;12.0
Cruzeiro;Goiás EC;33.0;34.0
Cruzeiro;Fortaleza;5.0;8.0
Flamengo;Brasiliense-DF;4.0;3.0
Flamengo;Juventude;22.0;24.0
Fortaleza;Botafogo;15.0;14.0
Fortaleza;Cruzeiro;13.0;16.0
Goiás EC;Santos FC;34.0;27.0
Goiás EC;Atlético-MG;36.0;36.0
Juventude;Fluminense;17.0;14.0
Juventude;Santos FC;13.0;15.0
Juventude;São Caetano;29.0;24.0
Palmeiras;Internacional;21.0;18.0
Palmeiras;Goiás EC;13.0;13.0
Fluminense;Internacional;30.0;29.0
São Paulo;Fortaleza;26.0;26.0
São Paulo;Juventude;11.0;5.0
Corinthians;Paysandu SC;19.0;15.0
Corinthians;Brasiliense-DF;21.0;15.0
Corinthians;Fortaleza;17.0;16.0
Coritiba FC;Paysandu SC;5.0;4.0
Paysandu SC;São Caetano;28.0;32.0
Paysandu SC;Paraná;9.0;11.0
Paysandu SC;Juventude;6.0;8.0
Paysandu SC;Figueirense FC;27.0;32.0
Ponte Preta;Juventude;19.0;13.0
São Caetano;Atlético-PR;31.0;36.0
São Caetano;Atlético-MG;21.0;29.0
Internacional;Coritiba FC;35.0;38.0
Internacional;Figueirense FC;34.0;35.0
Internacional;Atlético-PR;39.0;33.0
Internacional;São Paulo;38.0;41.0
Internacional;Vasco da Gama;44.0;40.0
Vasco da Gama;São Caetano;11.0;10.0
Vasco da Gama;Figueirense FC;34.0;38.0
Brasiliense-DF;São Paulo;31.0;30.0
Brasiliense-DF;Palmeiras;27.0;29.0
Figueirense FC;Paysandu SC;14.0;9.0
Figueirense FC;São Paulo;45.0;53.0
Figueirense FC;Goiás EC;40.0;34.0
Paraná;Brasiliense-DF;12.0;16.0
Cruzeiro;Figueirense FC;42.0;43.0
Cruzeiro;Paysandu SC;23.0;31.0
Fortaleza;Vasco da Gama;18.0;20.0
Goiás EC;Botafogo;20.0;15.0
Goiás EC;Paysandu SC;24.0;23.0
Goiás EC;Ponte Preta;33.0;33.0
Goiás EC;Vasco da Gama;20.0;18.0
